"Befolkning efter region, ålder, utbildningsnivå, kön och år"

"region","ålder","utbildningsnivå","kön","2010","2011","2012","2013","2014","2015","2016","2017"
"17 Värmlands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",2880,3039,3117,3165,3130,3038,2950,2851
"17 Värmlands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",2174,2203,2215,2188,2119,1999,1907,1816
"17 Värmlands län","55-64 år","gymnasial utbildning, högst 2 år","män",6491,6731,6946,7179,7457,7689,7852,8047
"17 Värmlands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",7650,7468,7323,7192,7055,6963,6869,6752
"17 Värmlands län","55-64 år","gymnasial utbildning, 3 år","män",2793,2638,2462,2305,2184,2063,1952,1879
"17 Värmlands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1879,1953,2011,2052,2106,2168,2230,2350
"17 Värmlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2342,2403,2425,2395,2360,2342,2322,2296
"17 Värmlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2589,2690,2760,2824,2852,2830,2864,2851
"17 Värmlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",2223,2187,2118,1981,1918,1850,1842,1873
"17 Värmlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2882,2978,2997,3037,3047,3025,3054,3092
"17 Värmlands län","55-64 år","forskarutbildning","män",126,125,129,124,128,129,122,123
"17 Värmlands län","55-64 år","forskarutbildning","kvinnor",59,58,58,67,67,73,73,79
"17 Värmlands län","55-64 år","uppgift om utbildningsnivå saknas","män",225,173,192,174,176,176,193,186
"17 Värmlands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",197,147,145,140,137,142,154,164
"17 Värmlands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",5385,5321,5107,4876,4500,4094,3675,3182
"17 Värmlands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",4550,4298,4025,3709,3355,3048,2673,2301
"17 Värmlands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",716,813,967,1130,1357,1610,1826,2025
"17 Värmlands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1173,1248,1323,1423,1529,1645,1742,1825
"17 Värmlands län","65-74 år","gymnasial utbildning, högst 2 år","män",3502,3777,4027,4300,4533,4709,4937,5220
"17 Värmlands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5990,6342,6614,6797,6996,7146,7240,7332
"17 Värmlands län","65-74 år","gymnasial utbildning, 3 år","män",2311,2463,2615,2715,2787,2859,2906,2881
"17 Värmlands län","65-74 år","gymnasial utbildning, 3 år","kvinnor",772,859,975,1091,1191,1294,1414,1520
"17 Värmlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1148,1227,1332,1485,1650,1772,1880,1980
"17 Värmlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1317,1424,1574,1700,1821,1964,2076,2209
"17 Värmlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1365,1534,1670,1800,1921,1999,2099,2131
"17 Värmlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1698,1816,1950,2092,2226,2388,2517,2611
"17 Värmlands län","65-74 år","forskarutbildning","män",118,115,120,117,118,121,126,122
"17 Värmlands län","65-74 år","forskarutbildning","kvinnor",32,37,42,44,49,44,54,52
"17 Värmlands län","65-74 år","uppgift om utbildningsnivå saknas","män",438,433,408,396,362,350,307,296
"17 Värmlands län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",361,361,350,316,293,273,259,238
"18 Örebro län","16-24 år","förgymnasial utbildning kortare än 9 år","män",149,180,191,197,218,237,275,255
"18 Örebro län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",152,170,169,183,187,206,193,180
"18 Örebro län","16-24 år","förgymnasial utbildning, 9 (10) år","män",7326,7160,6824,6571,6472,6273,6359,6488
"18 Örebro län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",6599,6366,6108,5825,5761,5627,5588,5626
"18 Örebro län","16-24 år","gymnasial utbildning, högst 2 år","män",639,613,540,483,474,471,506,485
"18 Örebro län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",489,483,479,448,408,388,400,391
"18 Örebro län","16-24 år","gymnasial utbildning, 3 år","män",6980,7138,7500,7594,7489,7388,7218,7032
"18 Örebro län","16-24 år","gymnasial utbildning, 3 år","kvinnor",6406,6519,6610,6716,6637,6470,6337,6096
"18 Örebro län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",1447,1542,1613,1583,1616,1607,1691,1700
"18 Örebro län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2380,2442,2361,2334,2387,2428,2462,2497
"18 Örebro län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",282,243,283,329,328,298,336,326
"18 Örebro län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",629,652,722,676,717,715,743,767
"18 Örebro län","16-24 år","forskarutbildning","män",0,0,0,0,0,0,0,0
"18 Örebro län","16-24 år","forskarutbildning","kvinnor",0,0,0,0,0,0,0,0
"18 Örebro län","16-24 år","uppgift om utbildningsnivå saknas","män",667,657,729,804,856,918,1081,1100
"18 Örebro län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",558,511,554,556,542,607,698,761
"18 Örebro län","25-34 år","förgymnasial utbildning kortare än 9 år","män",405,454,483,496,539,582,629,636
"18 Örebro län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",489,489,497,525,573,591,616,635
"18 Örebro län","25-34 år","förgymnasial utbildning, 9 (10) år","män",1786,1817,1865,1830,1809,1914,1985,2051
"18 Örebro län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",1208,1230,1229,1203,1133,1189,1226,1285
"18 Örebro län","25-34 år","gymnasial utbildning, högst 2 år","män",1507,1511,1613,1714,1750,1669,1706,1667
"18 Örebro län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",1115,1090,1130,1186,1193,1147,1204,1215
"18 Örebro län","25-34 år","gymnasial utbildning, 3 år","män",7231,7308,7217,7456,7792,8121,8489,8924
"18 Örebro län","25-34 år","gymnasial utbildning, 3 år","kvinnor",5024,5040,5106,5317,5549,5817,6052,6374
"18 Örebro län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",2002,2115,2156,2370,2543,2700,2874,3111
"18 Örebro län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2193,2295,2349,2468,2621,2740,2868,2987
"18 Örebro län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",3091,3077,3078,3131,3130,3081,3194,3193
"18 Örebro län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",5115,5244,5380,5507,5572,5534,5702,5968
"18 Örebro län","25-34 år","forskarutbildning","män",49,48,36,29,35,39,36,43
"18 Örebro län","25-34 år","forskarutbildning","kvinnor",34,39,27,35,35,36,44,46
"18 Örebro län","25-34 år","uppgift om utbildningsnivå saknas","män",354,339,359,378,378,384,476,503
"18 Örebro län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",359,359,360,355,333,338,401,397
"18 Örebro län","35-44 år","förgymnasial utbildning kortare än 9 år","män",396,416,451,471,509,540,583,613
"18 Örebro län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",559,583,602,617,661,689,713,744
"18 Örebro län","35-44 år","förgymnasial utbildning, 9 (10) år","män",1678,1552,1491,1548,1628,1605,1634,1651
"18 Örebro län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",1220,1155,1120,1133,1181,1126,1119,1101
"18 Örebro län","35-44 år","gymnasial utbildning, högst 2 år","män",7569,6758,5925,5139,4489,3917,3238,2759
"18 Örebro län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",4725,4238,3692,3257,2891,2569,2206,1926
"18 Örebro län","35-44 år","gymnasial utbildning, 3 år","män",3395,3890,4484,4874,5296,5739,6091,6417
"18 Örebro län","35-44 år","gymnasial utbildning, 3 år","kvinnor",3865,4017,4110,4220,4236,4352,4391,4465
"18 Örebro län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2463,2340,2215,2148,2091,2060,2041,2061
"18 Örebro län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2661,2530,2369,2287,2255,2181,2134,2113
"18 Örebro län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",2764,2961,3136,3241,3372,3565,3663,3757
"18 Örebro län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4785,5047,5325,5542,5832,6128,6249,6350
"18 Örebro län","35-44 år","forskarutbildning","män",128,134,145,165,180,179,175,177
"18 Örebro län","35-44 år","forskarutbildning","kvinnor",88,89,95,103,114,139,153,160
"18 Örebro län","35-44 år","uppgift om utbildningsnivå saknas","män",159,174,201,227,233,251,310,351
"18 Örebro län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",173,166,195,203,196,210,243,260
"18 Örebro län","45-54 år","förgymnasial utbildning kortare än 9 år","män",416,407,409,417,457,494,529,543
"18 Örebro län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",461,485,495,536,561,609,653,684
"18 Örebro län","45-54 år","förgymnasial utbildning, 9 (10) år","män",2701,2542,2406,2287,2154,2085,1983,1911
"18 Örebro län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",1732,1646,1555,1485,1414,1354,1309,1274
"18 Örebro län","45-54 år","gymnasial utbildning, högst 2 år","män",8237,8559,8759,8983,9122,9148,9221,9013
"18 Örebro län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",6582,6516,6433,6308,6212,6134,5978,5738
"18 Örebro län","45-54 år","gymnasial utbildning, 3 år","män",1906,1959,1988,2063,2092,2163,2226,2391
"18 Örebro län","45-54 år","gymnasial utbildning, 3 år","kvinnor",2482,2620,2863,3002,3170,3298,3423,3580
"18 Örebro län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2484,2522,2581,2664,2717,2797,2797,2841
"18 Örebro län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2830,2837,2875,2852,2864,2850,2876,2891
"18 Örebro län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",1942,1977,2040,2192,2263,2346,2468,2599
"18 Örebro län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3161,3267,3447,3625,3775,3998,4257,4514
"18 Örebro län","45-54 år","forskarutbildning","män",147,141,145,138,138,138,152,167
"18 Örebro län","45-54 år","forskarutbildning","kvinnor",94,98,106,113,111,113,114,126
"18 Örebro län","45-54 år","uppgift om utbildningsnivå saknas","män",118,110,120,142,132,152,159,169
"18 Örebro län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",102,106,117,122,110,114,134,150
"18 Örebro län","55-64 år","förgymnasial utbildning kortare än 9 år","män",2542,2069,1571,1207,942,735,612,560
"18 Örebro län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",1763,1418,1117,887,730,623,568,536
"18 Örebro län","55-64 år","förgymnasial utbildning, 9 (10) år","män",2408,2603,2763,2834,2912,2883,2919,2855
"18 Örebro län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",2030,2043,2098,2081,2045,2015,1971,1932
"18 Örebro län","55-64 år","gymnasial utbildning, högst 2 år","män",5768,5882,6063,6207,6401,6668,6884,7155
"18 Örebro län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",7072,6923,6846,6718,6594,6510,6496,6478
"18 Örebro län","55-64 år","gymnasial utbildning, 3 år","män",2724,2536,2367,2168,2036,1923,1874,1870
"18 Örebro län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1765,1822,1825,1830,1904,1934,2008,2143
"18 Örebro län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2374,2443,2440,2444,2456,2399,2384,2394
"18 Örebro län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2788,2822,2828,2824,2808,2814,2827,2764
"18 Örebro län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",2283,2232,2202,2101,2043,2012,1968,1912
"18 Örebro län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2948,2949,2932,2923,2934,2871,2908,2965
"18 Örebro län","55-64 år","forskarutbildning","män",160,153,153,162,159,167,165,159
"18 Örebro län","55-64 år","forskarutbildning","kvinnor",72,76,80,86,97,105,114,119
"18 Örebro län","55-64 år","uppgift om utbildningsnivå saknas","män",101,82,82,84,86,95,97,98
"18 Örebro län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",132,118,105,111,94,86,105,119
"18 Örebro län","65-74 år","förgymnasial utbildning kortare än 9 år","män",5342,5309,5260,5101,4881,4548,4108,3653
"18 Örebro län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",4262,4162,4068,3850,3612,3316,2966,2662
"18 Örebro län","65-74 år","förgymnasial utbildning, 9 (10) år","män",769,840,920,1017,1098,1271,1431,1616
"18 Örebro län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1263,1339,1387,1460,1538,1633,1677,1726
"18 Örebro län","65-74 år","gymnasial utbildning, högst 2 år","män",3356,3626,3858,4073,4268,4449,4606,4777
"18 Örebro län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5414,5801,6144,6446,6638,6753,6787,6803
"18 Örebro län","65-74 år","gymnasial utbildning, 3 år","män",2500,2643,2773,2882,2952,2968,2946,2948
"18 Örebro län","65-74 år","gymnasial utbildning, 3 år","kvinnor",781,887,991,1109,1197,1299,1383,1456
"18 Örebro län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1271,1382,1519,1631,1733,1880,1992,2071
"18 Örebro län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1507,1666,1810,1970,2093,2218,2334,2473
"18 Örebro län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1414,1569,1661,1780,1885,2009,2113,2180
"18 Örebro län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1708,1863,2028,2162,2283,2430,2548,2633
"18 Örebro län","65-74 år","forskarutbildning","män",120,125,124,131,144,149,151,156
"18 Örebro län","65-74 år","forskarutbildning","kvinnor",46,52,55,58,60,64,69,73
"18 Örebro län","65-74 år","uppgift om utbildningsnivå saknas","män",164,165,162,158,137,118,119,127
"18 Örebro län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",199,200,191,183,174,173,174,172
"19 Västmanlands län","16-24 år","förgymnasial utbildning kortare än 9 år","män",185,176,185,176,179,198,264,285
"19 Västmanlands län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",152,149,171,170,168,176,162,153
"19 Västmanlands län","16-24 år","förgymnasial utbildning, 9 (10) år","män",6844,6617,6290,5867,5730,5577,5727,5785
"19 Västmanlands län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",6381,6090,5770,5280,5120,4935,4959,4951
"19 Västmanlands län","16-24 år","gymnasial utbildning, högst 2 år","män",786,701,653,592,592,583,595,531
"19 Västmanlands län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",653,651,571,573,528,490,466,448
"19 Västmanlands län","16-24 år","gymnasial utbildning, 3 år","män",5967,6173,6321,6470,6357,6085,5806,5611
"19 Västmanlands län","16-24 år","gymnasial utbildning, 3 år","kvinnor",5298,5616,5759,5798,5616,5431,5202,5006
"19 Västmanlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",961,1057,1103,1157,1247,1225,1172,1094
"19 Västmanlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1347,1414,1486,1541,1562,1570,1499,1391
"19 Västmanlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",174,173,185,198,230,206,237,248
"19 Västmanlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",376,395,469,513,535,520,496,507
"19 Västmanlands län","16-24 år","forskarutbildning","män",0,0,0,1,1,0,0,0
"19 Västmanlands län","16-24 år","forskarutbildning","kvinnor",1,1,0,0,1,0,0,0
"19 Västmanlands län","16-24 år","uppgift om utbildningsnivå saknas","män",736,766,803,861,911,962,1047,1156
"19 Västmanlands län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",713,665,686,708,653,700,766,795
"19 Västmanlands län","25-34 år","förgymnasial utbildning kortare än 9 år","män",475,544,562,604,638,653,713,725
"19 Västmanlands län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",472,514,542,585,641,678,669,672
"19 Västmanlands län","25-34 år","förgymnasial utbildning, 9 (10) år","män",1672,1753,1814,1846,1858,1963,2084,2143
"19 Västmanlands län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",1109,1121,1154,1210,1225,1255,1302,1332
